Index,p_t,q_t,cluster_safety_t,q_cluster_t,Action,Y_t,Success,FP,FN,Misclassified,SSM decision,Weakest Link decision
1337,0.7117670774459839,0.4090327851270834,0.36890530317757475,5.729563576703131e-17,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1338,0.28763294219970703,2.328278546631221e-14,0.732923633763511,0.00021505793823684295,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1339,0.9057727456092834,0.9918356799856751,1.0,1.0,ACCEPTED,0.0,Yes,0.0,0.0,0.0,True,True
1340,0.470664381980896,0.0006542632387970753,0.5869622383082254,6.125521712922855e-09,OFFLOADED,1.0,No,0.0,1.0,1.0,False,False
1341,0.27338847517967224,7.613667896145541e-17,0.2796499952089698,1.133384454342544e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1342,0.4083896577358246,1.1993010898719188e-05,0.8461758220687698,0.08262269540196285,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1343,0.5246398448944092,0.0050410095698215605,0.5156630822337125,1.7018490131047672e-11,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1344,0.3211228847503662,3.208228315776275e-10,0.36002205600259474,2.7323094593914257e-17,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1345,0.251861572265625,1.9762005419565149e-22,0.2406675418161962,1.3731412316872264e-20,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1346,0.6086742877960205,0.0801581261975971,0.9365761804431989,0.7514575060805467,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,True
1347,0.3501068651676178,2.5767303325886138e-08,0.7814714591895393,0.0026663917150544277,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1348,0.253015398979187,2.4382756884732334e-22,0.41356148005576615,3.0585450507148694e-15,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1349,0.29246872663497925,1.7783022136135594e-13,0.9003836731125019,0.4544018451929511,OFFLOADED,1.0,No,1.0,0.0,0.0,False,True
1350,0.6637040376663208,0.2412871118883432,0.3138509312725602,7.345288904929926e-19,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1351,0.3033655881881714,6.34963106239144e-12,0.497985054342514,3.703082099143627e-12,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1352,0.25301411747932434,1.9567238573184221e-22,0.38603916950310063,2.147953638933115e-16,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1353,0.2853389382362366,7.309070957217856e-15,0.8394524533031326,0.0575935185905193,OFFLOADED,0.0,Yes,0.0,0.0,0.0,False,False
1354,0.8069797158241272,0.8349477032862231,0.5896663239663732,7.182507696737411e-09,OFFLOADED,1.0,No,1.0,1.0,1.0,False,False
1355,0.8017212748527527,0.8076636693980319,0.8082535313422703,0.013630210065832144,OFFLOADED,0.0,Yes,0.0,0.0,0.0,True,False
